"","durmths","ctg","ongoing","idem","tdem","pbal","censor"
"583",74,1,0,-6,-9,0.631150007247925,1
"584",74,1,1,5,-8,0.555559992790222,0
"585",76,1,0,-9,2,0.852630019187927,1
"586",76,1,0,7,7,0.673759996891022,1
"587",77,NA,0,NA,8,NA,1
"588",80,1,0,3,2,0.256920009851456,1
"589",80,1,0,2,3,0.743080019950867,1
"590",80,0,0,-3,-3,0.66127997636795,1
"591",81,0,0,-7,-7,0.575049996376038,1
"592",82,0,0,10,-3,0.533479988574982,1
"593",82,NA,1,NA,-5,NA,0
"594",83,1,0,4,-9,0.684400022029877,1
"595",84,0,0,10,-3,0.106409996747971,1
"596",85,1,0,-8,-8,0.966849982738495,1
"597",85,0,1,-7,-10,0.549399971961975,0
"598",87,0,0,5,-9,0.991270005702972,1
"599",90,1,1,1,9,0.918030023574829,0
"600",90,1,0,4,10,0.992550015449524,1
"601",90,0,0,-7,2,0.776619970798492,1
"602",92,1,0,NA,1,NA,1
"603",92,1,0,-4,-7,0.548389971256256,1
"604",94,1,0,-6,-10,0.904179990291595,1
"605",96,1,0,-9,-6,0.377330005168915,1
"606",96,1,0,-3,0,0.842779994010925,1
"607",97,0,0,10,-3,0.968890011310577,1
"608",99,1,0,9,5,0.860270023345947,1
"609",99,1,0,4,-7,0.897159993648529,1
"610",101,1,0,-8,-8,0.960829973220825,1
"611",108,0,0,10,0,0.99702000617981,1
"612",109,1,1,-7,-7,0.991140007972717,0
"613",110,1,0,-7,0,0.850489974021912,1
"614",111,0,0,10,-10,0.996940016746521,1
"615",117,0,0,10,0,0.997060000896454,1
"616",120,0,0,10,2,0.981400012969971,1
"617",120,0,0,10,-7,0.983250021934509,1
"618",121,0,0,-7,5,0.563639998435974,1
"619",122,1,0,-6,10,0.903460025787354,1
"620",122,1,0,10,-6,0.0965399965643883,1
"621",124,0,0,10,-10,NA,1
"622",126,0,0,NA,0,NA,1
"623",127,NA,0,NA,-7,NA,1
"624",127,1,0,-8,-9,0.841099977493286,1
"625",130,0,0,10,-8,0.981169998645782,1
"626",130,NA,1,NA,0,NA,0
"627",133,0,1,-7,-10,0.938650012016296,0
"628",133,1,1,-7,-7,0.882099986076355,0
"629",134,1,0,-8,0,0.866810023784637,1
"630",134,1,0,-8,-3,0.52030998468399,1
"631",136,NA,0,NA,-1,NA,1
"632",136,NA,0,NA,0,NA,1
"633",145,1,0,-9,-1,0.842549979686737,1
"634",156,1,1,-9,0,0.856729984283447,0
"635",158,0,1,-7,NA,0.769999980926514,0
"636",158,0,1,-7,NA,0.996070027351379,0
"637",164,1,1,-7,NA,0.957409977912903,0
"638",173,0,1,NA,NA,NA,0
"639",174,1,1,9,NA,0.980859994888306,0
"640",176,NA,1,NA,-9,NA,0
"641",187,1,1,-7,-9,0.747470021247864,0
"642",214,1,0,-3,-9,0.78795999288559,1
"643",234,0,0,10,-6,NA,1
"644",245,1,0,-8,-8,0.0567499995231628,1
"645",245,1,0,-8,-8,0.943250000476837,1
"646",265,1,1,-7,-7,0.997550010681152,0
"647",378,1,0,NA,-7,NA,1
"648",378,1,0,-7,NA,NA,1
"649",460,1,1,10,-10,0.828400015830994,0
"650",480,NA,1,NA,2,NA,0
"651",480,NA,1,NA,NA,NA,0
"652",488,NA,1,NA,10,NA,0
"653",488,NA,1,NA,2,NA,0
"654",488,NA,1,NA,5,NA,0
"655",488,NA,1,NA,1,NA,0
"656",488,NA,1,NA,-10,NA,0
