donor,recipient,Year,fdi_total
EST,CHN,2013,3.82
EST,CHN,2014,5.388
EST,CHN,2015,5.767
EST,CHN,2016,12.186
EST,CHN,2017,14.268
EST,CHN,2013,0.017
EST,CHN,2014,0.026
EST,CHN,2015,0.03
EST,CHN,2016,0.062
EST,CHN,2017,0.06
ISR,CHN,2015,77
ISR,CHN,2016,373
ISR,CHN,2017,3575
ISR,CHN,2015,0.078
ISR,CHN,2016,0.347
ISR,CHN,2017,2.768
LVA,CHN,2005,0
LVA,CHN,2006,0
LVA,CHN,2007,0
LVA,CHN,2008,0
LVA,CHN,2009,0
LVA,CHN,2010,1.336
LVA,CHN,2011,0
LVA,CHN,2012,0
LVA,CHN,2013,4.137
LVA,CHN,2014,72.846
LVA,CHN,2015,76.211
LVA,CHN,2016,81.164
LVA,CHN,2017,93.548
LVA,CHN,2005,0
LVA,CHN,2006,0
LVA,CHN,2007,0
LVA,CHN,2008,0
LVA,CHN,2009,0
LVA,CHN,2010,0.012
LVA,CHN,2011,0
LVA,CHN,2012,0
LVA,CHN,2013,0.026
LVA,CHN,2014,0.483
LVA,CHN,2015,0.517
LVA,CHN,2016,0.57
LVA,CHN,2017,0.534
LTU,CHN,2013,1.365
LTU,CHN,2014,1.117
LTU,CHN,2015,1.535
LTU,CHN,2016,4.09
LTU,CHN,2017,13.804
LTU,CHN,2013,0.008
LTU,CHN,2014,0.007
LTU,CHN,2015,0.01
LTU,CHN,2016,0.028
LTU,CHN,2017,0.078
AUS,WLD,2009,439445.64
AUS,WLD,2010,527096.25
AUS,WLD,2011,555269.309
AUS,WLD,2012,615180.021
AUS,WLD,2013,569840.426
AUS,WLD,2014,562978.718
AUS,WLD,2015,537756.996
AUS,WLD,2016,576768.452
AUS,WLD,2017,662271.274
AUT,WLD,2012,164753.298
AUT,WLD,2013,178829.127
AUT,WLD,2014,175755.544
AUT,WLD,2015,159723.462
AUT,WLD,2016,151912.09
AUT,WLD,2017,193088.271
BEL,WLD,2013,499893.808
BEL,WLD,2014,496545.046
BEL,WLD,2015,520992.923
BEL,WLD,2016,499567.83
BEL,WLD,2017,564313.984
CAN,WLD,2011,591043.095
CAN,WLD,2012,636962.814
CAN,WLD,2013,647437.03
CAN,WLD,2014,642013.106
CAN,WLD,2015,565687.861
CAN,WLD,2016,602322.187
CAN,WLD,2017,654619.479
CZE,WLD,2013,134084.554
CZE,WLD,2014,121511.813
CZE,WLD,2015,116627.814
CZE,WLD,2016,121854.622
CZE,WLD,2017,149556.303
DNK,WLD,2013,94486.485
DNK,WLD,2014,95766.49
DNK,WLD,2015,92127.233
DNK,WLD,2016,97766.277
DNK,WLD,2017,118462.071
FIN,WLD,2013,88806.73
FIN,WLD,2014,91971.207
FIN,WLD,2015,81626.565
FIN,WLD,2016,80562.876
FIN,WLD,2017,88109.858
FRA,WLD,2005,371448.66
FRA,WLD,2006,493763.343
FRA,WLD,2007,623625.427
FRA,WLD,2008,563003.621
FRA,WLD,2009,648065.12
FRA,WLD,2010,630702.833
FRA,WLD,2011,699646.373
FRA,WLD,2012,680337.731
FRA,WLD,2013,761383.257
FRA,WLD,2014,700064.629
FRA,WLD,2015,687394.665
FRA,WLD,2016,704872.984
FRA,WLD,2017,874541.857
DEU,WLD,2013,967702.386
DEU,WLD,2014,859564.588
DEU,WLD,2015,781743.059
DEU,WLD,2016,772224.096
DEU,WLD,2017,950858.719
GRC,WLD,2013,25850.629
GRC,WLD,2014,21550.318
GRC,WLD,2015,24081.982
GRC,WLD,2016,24614.878
GRC,WLD,2017,32536.556
HUN,WLD,2011,85330.955
HUN,WLD,2012,103396.12
HUN,WLD,2013,108578.757
HUN,WLD,2014,99573.359
HUN,WLD,2015,84856.382
HUN,WLD,2016,80721.226
HUN,WLD,2017,90990.989
ISL,WLD,2013,7367.02
ISL,WLD,2014,7888.847
ISL,WLD,2015,7851.021
ISL,WLD,2016,9840.999
ISL,WLD,2017,10129.939
IRL,WLD,2012,383200.528
IRL,WLD,2013,408787.753
IRL,WLD,2014,416072.07
IRL,WLD,2015,888221.013
IRL,WLD,2016,840646.147
IRL,WLD,2017,892763.253
ITA,WLD,2013,364964.743
ITA,WLD,2014,352501.397
ITA,WLD,2015,340477.118
ITA,WLD,2016,346770.753
ITA,WLD,2017,420446.615
JPN,WLD,2014,171663.627
JPN,WLD,2015,174145.967
JPN,WLD,2016,196613.883
JPN,WLD,2017,200193.436
KOR,WLD,2013,166375.141
KOR,WLD,2014,168827.165
KOR,WLD,2015,168923.661
KOR,WLD,2016,174978
KOR,WLD,2017,210863.467
LUX,WLD,2012,2530647.757
LUX,WLD,2013,2974712.453
LUX,WLD,2014,3249264.262
LUX,WLD,2015,3717772.455
LUX,WLD,2016,3789886.16
LUX,WLD,2017,3987928.76
MEX,WLD,2005,248013.629
MEX,WLD,2006,277286.056
MEX,WLD,2007,311646.685
MEX,WLD,2008,280660.442
MEX,WLD,2009,339042.667
MEX,WLD,2010,389570.831
MEX,WLD,2011,383699.221
MEX,WLD,2012,458833.704
MEX,WLD,2013,489684.981
MEX,WLD,2014,491707.275
MEX,WLD,2015,501999.458
MEX,WLD,2016,473423.581
MEX,WLD,2017,490573.999
NLD,WLD,2013,779067.715
NLD,WLD,2014,1082570.476
NLD,WLD,2015,1370237.343
NLD,WLD,2016,1394200.485
NLD,WLD,2017,1688497.242
NZL,WLD,2013,76174.551
NZL,WLD,2014,76669.763
NZL,WLD,2015,66837.947
NZL,WLD,2016,70403.041
NZL,WLD,2017,76027.539
NOR,WLD,2013,190835.869
NOR,WLD,2014,173127.187
NOR,WLD,2015,147486.493
NOR,WLD,2016,147524.362
NOR,WLD,2017,144176.857
POL,WLD,2013,234240.239
POL,WLD,2014,211496.008
POL,WLD,2015,185986.388
POL,WLD,2016,188760.558
POL,WLD,2017,238512.998
PRT,WLD,2011,85077.72
PRT,WLD,2012,97159.631
PRT,WLD,2013,108829.127
PRT,WLD,2014,103085.589
PRT,WLD,2015,104782.798
PRT,WLD,2016,104975.229
PRT,WLD,2017,130314.224
SVK,WLD,2013,58022.169
SVK,WLD,2014,49740.754
SVK,WLD,2015,46015.787
SVK,WLD,2016,47591.72
SVK,WLD,2017,55839.711
ESP,WLD,2013,636674.941
ESP,WLD,2014,587121.762
ESP,WLD,2015,537829.069
ESP,WLD,2016,553756.72
ESP,WLD,2017,634087.311
SWE,WLD,2013,392498.365
SWE,WLD,2014,320593.77
SWE,WLD,2015,315175.102
SWE,WLD,2016,310044.912
SWE,WLD,2017,354397.783
CHE,WLD,2014,812908.055
CHE,WLD,2015,887327.681
CHE,WLD,2016,1079899.637
CHE,WLD,2017,1154798.657
TUR,WLD,2013,149764.2
TUR,WLD,2014,182064.63
TUR,WLD,2015,158077.61
TUR,WLD,2016,148428.22
TUR,WLD,2017,194246.41
GBR,WLD,2013,1489693.676
GBR,WLD,2014,1613251.17
GBR,WLD,2015,1530133.373
GBR,WLD,2016,1475523.435
GBR,WLD,2017,1608032.698
USA,WLD,2011,2433848
USA,WLD,2012,2584708
USA,WLD,2013,2727825
USA,WLD,2014,2945795
USA,WLD,2015,3354907
USA,WLD,2016,3765114
USA,WLD,2017,4025492
CHL,WLD,2009,129274.199
CHL,WLD,2010,160904.4
CHL,WLD,2011,173243.261
CHL,WLD,2012,203508.225
CHL,WLD,2013,213242.412
CHL,WLD,2014,223171.797
CHL,WLD,2015,231781.35
CHL,WLD,2016,249079.78
CHL,WLD,2017,274652.654
EST,WLD,2005,11191.964
EST,WLD,2006,12119.337
EST,WLD,2007,15670.557
EST,WLD,2008,15448.784
EST,WLD,2009,15841.863
EST,WLD,2010,15550.895
EST,WLD,2011,16367.806
EST,WLD,2012,18934.467
EST,WLD,2013,22081.529
EST,WLD,2014,20972.114
EST,WLD,2015,18956.453
EST,WLD,2016,19740.813
EST,WLD,2017,23896.362
ISR,WLD,2011,64842
ISR,WLD,2012,75805
ISR,WLD,2013,86531
ISR,WLD,2014,89619
ISR,WLD,2015,99313
ISR,WLD,2016,107483
ISR,WLD,2017,129143
LVA,WLD,2005,4906.373
LVA,WLD,2006,7509.538
LVA,WLD,2007,10990.693
LVA,WLD,2008,11308.949
LVA,WLD,2009,11629.448
LVA,WLD,2010,10935.329
LVA,WLD,2011,12124.352
LVA,WLD,2012,13532.982
LVA,WLD,2013,15956.42
LVA,WLD,2014,15073.051
LVA,WLD,2015,14741.426
LVA,WLD,2016,14234.215
LVA,WLD,2017,17516.191
LTU,WLD,2013,17542.27
LTU,WLD,2014,15475.562
LTU,WLD,2015,14694.415
LTU,WLD,2016,14678.602
LTU,WLD,2017,17769.813
SVN,WLD,2009,11277.914
SVN,WLD,2010,10666.756
SVN,WLD,2011,11502.591
SVN,WLD,2012,12201.847
SVN,WLD,2013,12270.032
SVN,WLD,2014,12385.797
SVN,WLD,2015,12642.378
SVN,WLD,2016,13671.841
SVN,WLD,2017,16400.586
KOR,CAN,2017,1.112
KOR,CHN,2017,2.685
KOR,DEU,2017,3.939
KOR,FRA,2017,2.549
KOR,GBR,2017,7.086
KOR,ITA,2017,0.269
KOR,JPN,2017,22.536
KOR,USA,2017,16.094
